,lat_clus1,lon_clus1,lat_clus2,lon_clus2,lat_clus3,lon_clus3
0,11.336774576298096,42.6211514459926,12.125137482985046,42.83335806073355,12.117850914766382,42.82856807132461
1,11.199717914700475,42.71513537430769,12.091756136043257,42.98356897327287,12.069335445094922,42.96965874343823
2,11.099831264490316,42.78865509811288,12.053567137816666,43.14150819276072,12.019017790209691,43.11108357277459
3,11.028954587858248,42.85400970753024,12.012592978579262,43.29711209726223,11.965088072775789,43.26082773535483
4,10.967210319992143,42.9233368545113,11.972490419336152,43.45418203466699,11.911746105265776,43.408259801649635
5,10.91140293450077,42.9995147414233,11.937184952663904,43.59936768121085,11.853445685548923,43.55584729008058
6,10.856498763407101,43.08157574126066,11.909744139849659,43.73837169062333,11.789675994050508,43.70336543602059
7,10.793803492492996,43.18421169118027,11.886160305306413,43.872563961082385,11.732038909568814,43.83078689707719
8,10.734233694694337,43.288182310907416,11.86413428505006,44.03297568693978,11.656015650208618,43.97711130865389
9,10.659929719194007,43.41664820171468,11.844886869882606,44.188806171714944,11.570304433309843,44.13566116607349
10,10.58883095798933,43.54225282561271,11.825148006571306,44.34244369384419,11.488635451155222,44.28376195316482
11,10.514361644061985,43.67162192962673,11.811520427990564,44.49727672547918,11.40379982804832,44.436028583896025
12,10.432726567891192,43.80080397169151,11.796460467084037,44.6427414358075,11.312973241749216,44.593568067057426
13,10.347970579689166,43.93484719696828,11.78398072538051,44.79609780801027,11.22281720704472,44.749770268257556
14,10.26414136994946,44.06275803687319,11.772769585413943,44.94299305962983,11.1456261473327,44.87848648993339
15,10.160575416510572,44.2153991959247,11.764083905985274,45.07284250756449,11.067451337004325,45.00949904600016
16,10.070644449887382,44.34952075757473,11.75360528588509,45.22561033586033,10.989491119766805,45.13653476089129
17,9.967076188887683,44.49773944522261,11.745079713635612,45.388411231141056,10.909556920464775,45.263156683218746
18,9.86114942732659,44.647194928309226,11.739029850709636,45.520962396157934,10.815529569620626,45.407939967283276
19,9.747838674583113,44.80465110339709,11.73197863387977,45.68673073552843,10.720368491299574,45.5523459271134
20,9.646072668528344,44.94360555828705,11.724092539271604,45.898977903620064,10.619965287954354,45.70047881998271
21,9.55047591904957,45.07506027451103,11.718688092835013,46.068573515889845,10.52879912659471,45.82743370147714
22,9.447632631419767,45.218169755606105,11.714109194935991,46.245280466575515,10.426176237130676,45.969260974548035
23,9.346373766960475,45.35619456035309,11.70934499138676,46.39829574633314,10.3059760119974,46.120195476369084
24,9.267427150585473,45.46592389965697,11.703796396231176,46.540533510023124,10.20570578200107,46.24983440442939
25,9.17908536616278,45.58669881232968,11.689940169658934,46.68462399735889,10.117089392632773,46.36292631993688
26,9.078238387397764,45.72884744947715,11.67831525913282,46.81708084046258,10.02696313242706,46.47036229499725
27,9.001315978801685,45.83943302433639,11.665509332492407,46.924956391980125,9.939178524738969,46.57172155145748
28,8.928190114939285,45.96577238654809,11.649783698802198,47.039881639272785,9.824752487060906,46.70003814890027
29,8.857914980627353,46.080170975576756,11.62147691057746,47.15638893038821,9.716677397949464,46.81977065765926
30,8.792801125776611,46.186553831172056,11.592449082489972,47.25002937135142,9.607300450196764,46.93249604916166
31,8.746464693840027,46.288292074638164,11.553140269816685,47.37738883475777,9.49691811287452,47.05284174037252
32,8.698653981212495,46.40519867154483,11.522913141454367,47.466049776324056,9.382356783151788,47.17562951700704
33,8.663757469327896,46.504354140007266,11.481818281833862,47.56676523912187,9.286580177290045,47.28073484579604
34,8.634948185672657,46.59470803926973,11.427453888864937,47.67368293901652,9.20462657378938,47.3740884288277
35,8.610085142248671,46.692901924626135,11.360452332298866,47.79265896562467,9.121691259393694,47.47087519499411
36,8.587625918914025,46.83050230528106,11.30069976144221,47.8930576924541,9.02427784198521,47.59250467775526
37,8.564384215465811,46.97467469900376,11.242454908627227,47.99181200566482,8.932844404379285,47.70799313501151
38,8.544302983226643,47.10276990669953,11.185132144633549,48.07950285547002,8.867437319685852,47.788923187505986
39,8.522781312679989,47.248565566713886,11.120268449580669,48.17455452032074,8.797224347375023,47.87807410522732
40,8.50447526743627,47.38884635469683,11.060457291510199,48.25570310178774,8.73487864774012,47.96399825100449
41,8.488459977331647,47.529147726938675,10.995954804098,48.332510010106795,8.67889869473861,48.04659203741668
42,8.47542573297226,47.67787144666983,10.908707354828906,48.42899177257486,8.620819234942747,48.141263287925035
43,8.467745382020901,47.82029696837078,10.815341450353007,48.5193615245752,8.585455909448404,48.21567893586543
44,8.465515887476771,47.9794349124517,10.706087227398507,48.612883586527936,8.55598297730465,48.30700271164352
45,8.466793590496575,48.160569523973855,10.565217745177868,48.72053608398629,8.524557892578503,48.42192618680847
46,8.470484222118397,48.35448319226582,10.397206378617343,48.841446526930774,8.508711743977198,48.551823063627324
47,8.475685990429618,48.590123059894054,10.20106766804225,48.97989292031767,8.505846869368296,48.7027449998897
48,8.486645437888471,48.846016898034776,9.971532970479021,49.13727639622529,8.505241118159214,48.88682003361731
49,8.498053414338685,49.081758345848485,9.71292708208718,49.305549669552505,8.508221455557077,49.08265635013228
