,aircraftReg,aircraftType,airlineId,airsenseMissionId,alt,altGps,bvr,destination,flightNumber,fusionalt,fusionlat,fusionlon,fusionspeed,gva,gvr,heading,ias,isoutlier,lat,lon,mach,magneticHeading,missionId,onGround,origin,posTime,qnh,speed,targetId,tas,amount_diff,big_diff,count
19498,I-BIXL,A321,AZA,,35050,34150,,FRA,None,,43.415096,11.593074,,,,,,False,43.41397,11.59314,0.768,,-1,False,FCO,1546535348000,,379,AZA6BF,448,0.01146,False,282
19499,I-BIXL,A321,AZA,,35125,34200,,FRA,None,,43.421844,11.5925665,,,,,,False,43.42082,11.59262,0.764,,-1,False,FCO,1546535352000,,379,AZA6BF,440,0.00685,False,283
19500,I-BIXL,A321,AZA,,35150,34225,,FRA,None,,43.431694,11.591808,,,,,,False,43.4307,11.59185,0.764,,-1,False,FCO,1546535358000,,381,AZA6BF,446,0.009880000000003,False,284
19501,I-BIXL,A321,AZA,,35150,34250,,FRA,None,,43.440357,11.5911255,,,,,,False,43.44028,11.5911,0.772,,-1,False,FCO,1546535363000,,382,AZA6BF,448,0.00958,False,285
19502,I-BIXL,A321,AZA,,35175,34275,,FRA,None,,43.44603,11.590661,,,,,,False,43.44658,11.59058,0.776,,-1,False,FCO,1546535366000,,383,AZA6BF,448,0.006299999999996,False,286
19503,I-BIXL,A321,AZA,,35200,34325,,FRA,None,,43.451538,11.590224,,,,,,False,43.4518,11.59019,0.764,,-1,False,FCO,1546535369000,,384,AZA6BF,446,0.005220000000001,False,287
19504,I-BIXL,A321,AZA,,35250,34375,,FRA,None,,43.468246,11.5889,,,,,,False,43.46756,11.58894,0.752,,-1,False,FCO,1546535379000,,387,AZA6BF,444,0.01576,False,288
19505,I-BIXL,A321,AZA,,35275,34375,,FRA,None,,43.475548,11.588356,,,,,,False,43.47598,11.58835,0.756,,-1,False,FCO,1546535383000,,388,AZA6BF,444,0.008420000000001,False,289
19506,I-BIXL,A321,AZA,,35275,34350,,FRA,None,,43.48489,11.587628,,,,,,False,43.48547,11.58758,0.76,,-1,False,FCO,1546535388000,,391,AZA6BF,442,0.00949,False,290
19507,I-BIXL,A321,AZA,,35300,34375,,FRA,None,,43.493423,11.586958,,,,,,False,43.49306,11.58698,0.764,,-1,False,FCO,1546535393000,,392,AZA6BF,446,0.00759,False,291
19508,I-BIXL,A321,AZA,,35325,34450,,FRA,None,,43.504425,11.586133,,,,,,False,43.5048,11.58613,0.764,,-1,False,FCO,1546535399000,,393,AZA6BF,446,0.011740000000003,False,292
19509,I-BIXL,A321,AZA,,35400,34500,,FRA,None,,43.5125,11.585523,,,,,,False,43.51172,11.58559,0.756,,-1,False,FCO,1546535404000,,394,AZA6BF,446,0.006920000000001,False,293
19510,I-BIXL,A321,AZA,,35475,34550,,FRA,None,,43.52286,11.584713,,,,,,False,43.52285,11.5847,0.756,,-1,False,FCO,1546535410000,,394,AZA6BF,446,0.011129999999994,False,294
19511,I-BIXL,A321,AZA,,35500,34600,,FRA,None,,43.529747,11.58419,,,,,,False,43.52972,11.5842,0.76,,-1,False,FCO,1546535414000,,395,AZA6BF,440,0.006870000000006,False,295
19512,I-BIXL,A321,AZA,,35525,34600,,FRA,None,,43.540634,11.583355,,,,,,False,43.5411,11.58332,0.764,,-1,False,FCO,1546535420000,,395,AZA6BF,446,0.011379999999996,False,296
19513,I-BIXL,A321,AZA,,35550,34650,,FRA,None,,43.548893,11.5827055,,,,,,False,43.55017,11.58259,0.764,,-1,False,FCO,1546535424000,,398,AZA6BF,446,0.009070000000001,False,297
19514,I-BIXL,A321,AZA,,35600,34675,,FRA,None,,43.557247,11.582044,,,,,,False,43.55837,11.58194,0.76,,-1,False,FCO,1546535428000,,398,AZA6BF,442,0.008200000000002,False,298
19515,I-BIXL,A321,AZA,,35650,34775,,FRA,None,,43.566765,11.581327,,,,,,False,43.5667,11.58136,0.756,,-1,False,FCO,1546535433000,,399,AZA6BF,442,0.008329999999994,False,299
19516,I-BIXL,A321,AZA,,35700,34800,,FRA,None,,43.57638,11.580616,,,,,,False,43.57644,11.58064,0.756,,-1,False,FCO,1546535438000,,399,AZA6BF,442,0.009740000000008,False,300
19517,I-BIXL,A321,AZA,,35725,34800,,FRA,None,,43.58808,11.579762,,,,,,False,43.58826,11.57978,0.764,,-1,False,FCO,1546535444000,,402,AZA6BF,444,0.011819999999993,False,301
19518,I-BIXL,A321,AZA,,35750,34825,,FRA,None,,43.59806,11.579032,,,,,,False,43.59678,11.57914,0.764,,-1,False,FCO,1546535450000,,403,AZA6BF,446,0.008519999999997,False,302
19519,I-BIXL,A321,AZA,,35825,34900,,FRA,None,,43.60654,11.578359,,,,,,False,43.60599,11.57836,0.756,,-1,False,FCO,1546535455000,,403,AZA6BF,444,0.00921000000001,False,303
19520,I-BIXL,A321,AZA,,35875,34975,,FRA,None,,43.61423,11.577747,,,,,,False,43.61486,11.57767,0.752,,-1,False,FCO,1546535459000,,403,AZA6BF,446,0.008869999999995,False,304
19521,I-BIXL,A321,AZA,,35900,34975,,FRA,None,,43.624653,11.576886,,,,,,False,43.62602,11.57672,0.756,,-1,False,FCO,1546535464000,,405,AZA6BF,442,0.011160000000004,False,305
19522,I-BIXL,A321,AZA,,35925,35000,,FRA,None,,43.63341,11.576136,,,,,,False,43.63262,11.57614,0.764,,-1,False,FCO,1546535469000,,406,AZA6BF,448,0.006599999999999,False,306
19523,I-BIXL,A321,AZA,,35950,35050,,FRA,None,,43.64462,11.575182,,,,,,False,43.64468,11.57514,0.764,,-1,False,FCO,1546535475000,,408,AZA6BF,448,0.012059999999998,False,307
19524,I-BIXL,A321,AZA,,36000,35075,,FRA,None,,43.653088,11.574457,,,,,,False,43.65232,11.5745,0.764,,-1,False,FCO,1546535480000,,408,AZA6BF,448,0.007640000000002,False,308
19525,I-BIXL,A321,AZA,,36050,35150,,FRA,None,,43.658005,11.574051,,,,,,False,43.6599,11.5739,0.76,,-1,False,FCO,1546535482000,,408,AZA6BF,446,0.007579999999997,False,309
19526,I-BIXL,A321,AZA,,36150,35325,,FRA,None,,43.670753,11.5730095,,,,,,False,43.67029,11.57307,0.76,,-1,False,FCO,1546535489000,,408,AZA6BF,446,0.010390000000001,False,310
19527,I-BIXL,A321,AZA,,36250,35375,,FRA,None,,43.679462,11.572347,,,,,,False,43.67894,11.57244,0.76,,-1,False,FCO,1546535494000,,407,AZA6BF,448,0.008650000000003,False,311
19528,I-BIXL,A321,AZA,,36350,35475,,FRA,None,,43.69127,11.571437,,,,,,False,43.692,11.57141,0.756,,-1,False,FCO,1546535500000,,406,AZA6BF,446,0.013059999999996,False,312
19529,I-BIXL,A321,AZA,,36425,35525,,FRA,None,,43.70023,11.570772,,,,,,False,43.69984,11.57084,0.756,,-1,False,FCO,1546535505000,,406,AZA6BF,446,0.007840000000002,False,313
19530,I-BIXL,A321,AZA,,36475,35650,,FRA,None,,43.702766,11.5705805,,,,,,False,43.7039,11.5705,0.756,,-1,False,FCO,1546535506000,,406,AZA6BF,446,0.004059999999996,False,314
19531,I-BIXL,A321,AZA,,36575,35675,,FRA,None,,43.71883,11.569354,,,,,,False,43.71954,11.56931,0.756,,-1,False,FCO,1546535514000,,405,AZA6BF,446,0.015640000000005,False,315
19532,I-BIXL,A321,AZA,,36600,35725,,FRA,None,,43.72502,11.568854,,,,,,False,43.72536,11.5688,0.756,,-1,False,FCO,1546535517000,,406,AZA6BF,444,0.005819999999993,False,316
19533,I-BIXL,A321,AZA,,36650,35725,,FRA,None,,43.74018,11.567669,,,,,,False,43.7397,11.5677,0.756,,-1,False,FCO,1546535525000,,407,AZA6BF,444,0.014340000000004,False,317
19535,I-BIXL,A321,AZA,,36700,35775,,FRA,None,,43.75781,11.566213,,,,,,False,43.75319,11.56656,0.76,,-1,False,FCO,1546535533000,,408,AZA6BF,446,0.008930000000007,False,318
19536,I-BIXL,A321,AZA,,36750,35900,,FRA,None,,43.769165,11.565313,,,,,,False,43.76664,11.56553,0.76,,-1,False,FCO,1546535540000,,408,AZA6BF,446,0.013449999999999,False,319
19537,I-BIXL,A321,AZA,,36825,35950,,FRA,None,,43.774723,11.564875,,,,,,False,43.77298,11.56502,0.756,,-1,False,FCO,1546535544000,,408,AZA6BF,446,0.006339999999994,False,320
19538,I-BIXL,A321,AZA,,36925,36025,,FRA,None,,43.785263,11.564029,,,,,,False,43.78556,11.564,0.752,,-1,False,FCO,1546535550000,,408,AZA6BF,446,0.01258,False,321
19539,I-BIXL,A321,AZA,,36975,36100,,FRA,None,,43.79482,11.563251,,,,,,False,43.79567,11.56317,0.756,,-1,False,FCO,1546535555000,,408,AZA6BF,440,0.010110000000005,False,322
19540,I-BIXL,A321,AZA,,37000,36150,,FRA,None,,43.802197,11.562668,,,,,,False,43.80244,11.56266,0.752,,-1,False,FCO,1546535559000,,408,AZA6BF,440,0.006770000000003,False,323
19543,I-BIXL,A321,AZA,,37175,36275,,FRA,None,,43.838253,11.55974,,,,,,False,43.83377,11.5601,0.752,,-1,False,FCO,1546535576000,,409,AZA6BF,442,0.009890000000006,False,324
19544,I-BIXL,A321,AZA,,37175,36300,,FRA,None,,43.842865,11.559385,,,,,,False,43.84135,11.55953,0.752,,-1,False,FCO,1546535579000,,410,AZA6BF,440,0.007579999999997,False,325
19545,I-BIXL,A321,AZA,,37225,36350,,FRA,None,,43.8535,11.558531,,,,,,False,43.85289,11.55858,0.752,,-1,False,FCO,1546535585000,,410,AZA6BF,442,0.011540000000004,False,326
19546,I-BIXL,A321,AZA,,37300,36450,,FRA,None,,43.865208,11.557606,,,,,,False,43.86442,11.55768,0.756,,-1,False,FCO,1546535592000,,410,AZA6BF,442,0.011530000000001,False,327
19547,I-BIXL,A321,AZA,,37375,36500,,FRA,None,,43.87232,11.557043,,,,,,False,43.8724,11.55704,0.752,,-1,False,FCO,1546535596000,,409,AZA6BF,440,0.007979999999996,False,328
19548,I-BIXL,A321,AZA,,37425,36550,,FRA,None,,43.879974,11.556481,,,,,,False,43.88064,11.55648,0.752,,-1,False,FCO,1546535600000,,409,AZA6BF,440,0.008240000000001,False,329
19550,I-BIXL,A321,AZA,,37525,36625,,FRA,None,,43.91076,11.554255,,,,,,False,43.9083,11.55448,0.756,,-1,False,FCO,1546535614000,,410,AZA6BF,438,0.018279999999997,False,330
19551,I-BIXL,A321,AZA,,37525,36625,,FRA,None,,43.913376,11.554089,,,,,,False,43.91172,11.55424,0.76,,-1,False,FCO,1546535616000,,410,AZA6BF,438,0.003420000000006,False,331
19552,I-BIXL,A321,AZA,,37575,36675,,FRA,None,,43.929405,11.552894,,,,,,False,43.92888,11.55291,0.756,,-1,False,FCO,1546535625000,,411,AZA6BF,444,0.017159999999997,False,332
19555,I-BIXL,A321,AZA,,37750,36875,,FRA,None,,43.96054,11.550329,,,,,,False,43.95547,11.55072,0.76,,-1,False,FCO,1546535640000,,410,AZA6BF,444,0.009689999999999,False,333
19556,I-BIXL,A321,AZA,,37825,36950,,FRA,None,,43.967613,11.549742,,,,,,False,43.96463,11.54998,0.756,,-1,False,FCO,1546535645000,,410,AZA6BF,442,0.009160000000001,False,334
19557,I-BIXL,A321,AZA,,37875,37025,,FRA,None,,43.975864,11.5490675,,,,,,False,43.9753,11.54912,0.76,,-1,False,FCO,1546535650000,,410,AZA6BF,444,0.010669999999998,False,335
19558,I-BIXL,A321,AZA,,37950,37075,,FRA,None,,43.98554,11.548322,,,,,,False,43.98642,11.54829,0.756,,-1,False,FCO,1546535655000,,409,AZA6BF,442,0.011120000000005,False,336
19559,I-BIXL,A321,AZA,,37975,37100,,FRA,None,,43.99594,11.547507,,,,,,False,43.9956,11.54755,0.756,,-1,False,FCO,1546535661000,,410,AZA6BF,442,0.009180000000001,False,337
19562,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.026676,11.545043,,,,,,False,44.0233,11.54532,0.764,,-1,False,FCO,1546535675000,,410,AZA6BF,444,0.009779999999999,False,338
19563,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.035168,11.544338,,,,,,False,44.03386,11.54442,0.768,,-1,False,FCO,1546535680000,,412,AZA6BF,444,0.010559999999998,False,339
19564,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.04011,11.543942,,,,,,False,44.03922,11.54402,0.768,,-1,False,FCO,1546535683000,,413,AZA6BF,448,0.005360000000003,False,340
19568,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.085503,11.540206,,,,,,False,44.08191,11.5405,0.78,,-1,False,FCO,1546535705000,,418,AZA6BF,452,0.011389999999999,False,341
19569,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.092823,11.539621,,,,,,False,44.09084,11.5398,0.78,,-1,False,FCO,1546535710000,,419,AZA6BF,454,0.008929999999999,False,342
19570,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.097107,11.539303,,,,,,False,44.09586,11.53944,0.78,,-1,False,FCO,1546535713000,,420,AZA6BF,454,0.005019999999995,False,343
19571,I-BIXL,A321,AZA,,38000,37100,,FRA,None,,44.11123,11.538194,,,,,,False,44.1115,11.53819,0.78,,-1,False,FCO,1546535721000,,422,AZA6BF,454,0.015640000000005,False,344
19572,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.119926,11.537499,,,,,,False,44.12152,11.53737,0.784,,-1,False,FCO,1546535725000,,422,AZA6BF,456,0.010020000000004,False,345
19575,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.150414,11.535001,,,,,,False,44.1468,11.53532,0.788,,-1,False,FCO,1546535739000,,424,AZA6BF,458,0.006,False,346
19576,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.161938,11.534068,,,,,,False,44.15955,11.53427,0.792,,-1,False,FCO,1546535746000,,425,AZA6BF,458,0.012750000000004,False,347
19577,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.168453,11.533534,,,,,,False,44.1676,11.5336,0.792,,-1,False,FCO,1546535750000,,426,AZA6BF,462,0.008049999999997,False,348
19578,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.180294,11.532575,,,,,,False,44.18114,11.53251,0.792,,-1,False,FCO,1546535756000,,426,AZA6BF,462,0.013539999999999,False,349
19579,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.189133,11.531888,,,,,,False,44.1905,11.53181,0.792,,-1,False,FCO,1546535760000,,426,AZA6BF,462,0.009360000000001,False,350
19581,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.21141,11.5301485,,,,,,False,44.20802,11.53042,0.792,,-1,False,FCO,1546535770000,,426,AZA6BF,460,0.009429999999995,False,351
19582,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.219246,11.5295315,,,,,,False,44.21635,11.52976,0.792,,-1,False,FCO,1546535775000,,426,AZA6BF,462,0.008330000000001,False,352
19583,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.230522,11.528621,,,,,,False,44.2304,11.52861,0.792,,-1,False,FCO,1546535781000,,426,AZA6BF,460,0.014050000000005,False,353
19584,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.239883,11.527831,,,,,,False,44.23979,11.5278,0.792,,-1,False,FCO,1546535786000,,425,AZA6BF,462,0.009389999999996,False,354
19585,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.24939,11.527073,,,,,,False,44.24946,11.52708,0.792,,-1,False,FCO,1546535791000,,425,AZA6BF,462,0.00967,False,355
19586,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.25485,11.526617,,,,,,False,44.25458,11.52662,0.792,,-1,False,FCO,1546535794000,,425,AZA6BF,460,0.005119999999998,False,356
19587,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.269894,11.525398,,,,,,False,44.26992,11.5254,0.788,,-1,False,FCO,1546535802000,,424,AZA6BF,460,0.015340000000002,False,357
19589,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.28898,11.5238,,,,,,False,44.28663,11.52399,0.788,,-1,False,FCO,1546535809000,,424,AZA6BF,460,0.010510000000004,False,358
19590,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.300613,11.522841,,,,,,False,44.29678,11.52316,0.788,,-1,False,FCO,1546535816000,,425,AZA6BF,460,0.010149999999996,False,359
19591,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.304054,11.522546,,,,,,False,44.30344,11.52258,0.788,,-1,False,FCO,1546535818000,,425,AZA6BF,460,0.006660000000004,False,360
19592,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.314083,11.521704,,,,,,False,44.3146,11.52165,0.788,,-1,False,FCO,1546535823000,,426,AZA6BF,462,0.011159999999997,False,361
19593,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.32928,11.520427,,,,,,False,44.32904,11.52044,0.792,,-1,False,FCO,1546535831000,,426,AZA6BF,462,0.014440000000001,False,362
19596,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.360855,11.517812,,,,,,False,44.35694,11.51812,0.792,,-1,False,FCO,1546535846000,,427,AZA6BF,462,0.010669999999998,False,363
19597,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.36542,11.517445,,,,,,False,44.36419,11.51756,0.788,,-1,False,FCO,1546535849000,,427,AZA6BF,462,0.007249999999999,False,364
19598,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.37873,11.51637,,,,,,False,44.3791,11.51636,0.784,,-1,False,FCO,1546535856000,,427,AZA6BF,458,0.014910000000001,False,365
19599,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.387886,11.515609,,,,,,False,44.38774,11.51561,0.788,,-1,False,FCO,1546535861000,,428,AZA6BF,458,0.00864,False,366
19600,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.396164,11.51494,,,,,,False,44.39706,11.51488,0.792,,-1,False,FCO,1546535865000,,428,AZA6BF,460,0.009319999999995,False,367
19601,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.406307,11.514119,,,,,,False,44.40688,11.51408,0.792,,-1,False,FCO,1546535870000,,429,AZA6BF,464,0.009820000000005,False,368
19604,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.442497,11.511194,,,,,,False,44.43839,11.51153,0.792,,-1,False,FCO,1546535887000,,428,AZA6BF,466,0.013820000000003,False,369
19605,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.446175,11.510913,,,,,,False,44.44382,11.51112,0.776,,-1,False,FCO,1546535890000,,429,AZA6BF,458,0.005429999999997,False,370
19606,I-BIXL,A321,AZA,,38000,37150,,FRA,None,,44.45857,11.509951,,,,,,False,44.45837,11.50999,0.78,,-1,False,FCO,1546535897000,,430,AZA6BF,456,0.01455,False,371
19607,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.464756,11.509458,,,,,,False,44.46567,11.50938,0.792,,-1,False,FCO,1546535900000,,430,AZA6BF,458,0.007300000000001,False,372
19610,I-BIXL,A321,AZA,,38000,37175,,FRA,None,,44.50113,11.506623,,,,,,False,44.49734,11.50691,0.8,,-1,False,FCO,1546535916000,,429,AZA6BF,468,0.014200000000003,False,373
19611,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.51012,11.505947,,,,,,False,44.50846,11.5061,0.788,,-1,False,FCO,1546535921000,,428,AZA6BF,468,0.011119999999998,False,374
19612,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.518116,11.50531,,,,,,False,44.51618,11.50544,0.788,,-1,False,FCO,1546535926000,,427,AZA6BF,468,0.007719999999999,False,375
19613,I-BIXL,A321,AZA,,38000,37175,,FRA,None,,44.526093,11.5046835,,,,,,False,44.5248,11.50478,0.804,,-1,False,FCO,1546535931000,,428,AZA6BF,460,0.008620000000001,False,376
19614,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.53552,11.503892,,,,,,False,44.53602,11.5038,0.788,,-1,False,FCO,1546535936000,,430,AZA6BF,460,0.011220000000002,False,377
19615,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.545727,11.503024,,,,,,False,44.54681,11.50289,0.788,,-1,False,FCO,1546535941000,,430,AZA6BF,460,0.01079,False,378
19616,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.55461,11.502251,,,,,,False,44.55608,11.50208,0.788,,-1,False,FCO,1546535945000,,431,AZA6BF,462,0.009270000000001,False,379
19617,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.566772,11.501195,,,,,,False,44.56539,11.50128,0.8,,-1,False,FCO,1546535952000,,432,AZA6BF,462,0.009309999999999,False,380
19618,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.57718,11.5003,,,,,,False,44.57814,11.50021,0.796,,-1,False,FCO,1546535957000,,431,AZA6BF,462,0.012750000000004,False,381
19619,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.58295,11.499833,,,,,,False,44.58289,11.49987,0.792,,-1,False,FCO,1546535960000,,431,AZA6BF,466,0.004749999999994,False,382
19620,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.596367,11.49875,,,,,,False,44.59625,11.4988,0.792,,-1,False,FCO,1546535967000,,430,AZA6BF,466,0.013359999999999,False,383
19621,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.607365,11.497931,,,,,,False,44.60857,11.49791,0.796,,-1,False,FCO,1546535972000,,430,AZA6BF,466,0.012320000000003,False,384
19622,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.616314,11.497274,,,,,,False,44.61722,11.49726,0.796,,-1,False,FCO,1546535976000,,429,AZA6BF,466,0.008650000000003,False,385
19623,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.627182,11.496463,,,,,,False,44.62764,11.49646,0.8,,-1,False,FCO,1546535981000,,428,AZA6BF,466,0.010419999999996,False,386
19624,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.63742,11.495676,,,,,,False,44.63708,11.4957,0.8,,-1,False,FCO,1546535986000,,427,AZA6BF,464,0.009439999999998,False,387
19625,I-BIXL,A321,AZA,,38025,37150,,FRA,None,,44.69352,11.491175,,,,,,False,44.69334,11.49118,0.788,,-1,False,FCO,1546536015000,,412,AZA6BF,460,0.056260000000002,False,388
19626,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.703655,11.490329,,,,,,False,44.70324,11.49036,0.792,,-1,False,FCO,1546536021000,,410,AZA6BF,464,0.009900000000002,False,389
19627,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.71289,11.489538,,,,,,False,44.71315,11.4895,0.788,,-1,False,FCO,1546536026000,,408,AZA6BF,460,0.009909999999998,False,390
19628,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.721073,11.488844,,,,,,False,44.722,11.48876,0.788,,-1,False,FCO,1546536030000,,406,AZA6BF,464,0.008850000000002,False,391
19629,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.730118,11.488068,,,,,,False,44.72982,11.48808,0.784,,-1,False,FCO,1546536035000,,405,AZA6BF,456,0.007820000000002,False,392
19630,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.745144,11.486768,,,,,,False,44.74528,11.48674,0.784,,-1,False,FCO,1546536043000,,405,AZA6BF,456,0.015459999999997,False,393
19631,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.75072,11.486279,,,,,,False,44.7507,11.48627,0.784,,-1,False,FCO,1546536046000,,405,AZA6BF,456,0.005420000000001,False,394
19632,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.762108,11.485264,,,,,,False,44.76228,11.48522,0.784,,-1,False,FCO,1546536052000,,405,AZA6BF,456,0.011579999999995,False,395
19633,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.768585,11.484692,,,,,,False,44.7675,11.48478,0.784,,-1,False,FCO,1546536056000,,406,AZA6BF,456,0.005220000000001,False,396
19634,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.774452,11.4841795,,,,,,False,44.77506,11.48413,0.784,,-1,False,FCO,1546536059000,,406,AZA6BF,456,0.007559999999998,False,397
19635,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.786022,11.483202,,,,,,False,44.78656,11.48319,0.784,,-1,False,FCO,1546536065000,,406,AZA6BF,456,0.011499999999998,False,398
19636,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.790634,11.482842,,,,,,False,44.79191,11.48279,0.784,,-1,False,FCO,1546536067000,,406,AZA6BF,456,0.00535,False,399
19637,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.80005,11.482064,,,,,,False,44.79776,11.48228,0.784,,-1,False,FCO,1546536073000,,407,AZA6BF,456,0.005850000000002,False,400
19638,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.808983,11.481321,,,,,,False,44.80752,11.48145,0.784,,-1,False,FCO,1546536079000,,408,AZA6BF,458,0.009760000000007,False,401
19640,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.824127,11.480065,,,,,,False,44.82019,11.48039,0.784,,-1,False,FCO,1546536085000,,408,AZA6BF,454,0.004950000000001,False,402
19641,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.831898,11.479427,,,,,,False,44.8319,11.47944,0.788,,-1,False,FCO,1546536089000,,410,AZA6BF,458,0.011709999999994,False,403
19642,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.839756,11.478806,,,,,,False,44.83759,11.47902,0.792,,-1,False,FCO,1546536094000,,410,AZA6BF,458,0.005690000000008,False,404
19643,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.85393,11.477653,,,,,,False,44.85514,11.47756,0.792,,-1,False,FCO,1546536101000,,411,AZA6BF,462,0.01755,False,405
19644,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.860287,11.477162,,,,,,False,44.85895,11.4773,0.792,,-1,False,FCO,1546536105000,,410,AZA6BF,460,0.003809999999994,False,406
19645,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.864616,11.476826,,,,,,False,44.86565,11.47676,0.792,,-1,False,FCO,1546536107000,,410,AZA6BF,462,0.006700000000002,False,407
19646,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.875366,11.475956,,,,,,False,44.87704,11.47581,0.788,,-1,False,FCO,1546536112000,,410,AZA6BF,458,0.011389999999999,False,408
19647,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.881878,11.475427,,,,,,False,44.88272,11.47535,0.788,,-1,False,FCO,1546536115000,,410,AZA6BF,460,0.005679999999998,False,409
19649,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.90407,11.473613,,,,,,False,44.89974,11.47396,0.788,,-1,False,FCO,1546536126000,,410,AZA6BF,458,0.010440000000003,False,410
19650,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.908127,11.473252,,,,,,False,44.90569,11.47341,0.788,,-1,False,FCO,1546536129000,,410,AZA6BF,458,0.005949999999999,False,411
19651,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.91187,11.472947,,,,,,False,44.91202,11.47294,0.788,,-1,False,FCO,1546536131000,,411,AZA6BF,458,0.006329999999998,False,412
19652,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.92317,11.471994,,,,,,False,44.92352,11.47194,0.792,,-1,False,FCO,1546536137000,,411,AZA6BF,458,0.011500000000005,False,413
19653,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.927418,11.471637,,,,,,False,44.92828,11.47156,0.792,,-1,False,FCO,1546536139000,,411,AZA6BF,460,0.004759999999997,False,414
19654,I-BIXL,A321,AZA,,38000,37125,,FRA,None,,44.93447,11.471031,,,,,,False,44.93372,11.47107,0.792,,-1,False,FCO,1546536143000,,411,AZA6BF,458,0.00544,False,415
