KC135a
     1.000000    0.000000
     0.996600    0.000585
     0.991033    0.001543
     0.984760    0.002622
     0.977550    0.003864
     0.969047    0.005328
     0.958710    0.007109
     0.945816    0.009331
     0.930011    0.012057
     0.912259    0.015118
     0.894070    0.018251
     0.875702    0.021413
     0.856925    0.024646
     0.837766    0.027951
     0.818481    0.031276
     0.799253    0.034578
     0.780100    0.037848
     0.760978    0.041114
     0.741864    0.044405
     0.722746    0.047726
     0.703604    0.051055
     0.684396    0.054377
     0.665121    0.057693
     0.645890    0.060996
     0.626899    0.064241
     0.608239    0.067360
     0.589831    0.070314
     0.571514    0.073107
     0.553197    0.075753
     0.534883    0.078253
     0.516622    0.080592
     0.498435    0.082760
     0.480312    0.084750
     0.462264    0.086549
     0.444361    0.088139
     0.426701    0.089495
     0.409290    0.090584
     0.392003    0.091382
     0.374644    0.091893
     0.357103    0.092146
     0.339410    0.092164
     0.321697    0.091954
     0.304053    0.091507
     0.286483    0.090818
     0.268949    0.089885
     0.251435    0.088707
     0.233956    0.087287
     0.216561    0.085624
     0.199333    0.083722
     0.182383    0.081585
     0.165816    0.079202
     0.149702    0.076558
     0.134091    0.073642
     0.119070    0.070444
     0.104779    0.066980
     0.091356    0.063296
     0.078960    0.059457
     0.067762    0.055563
     0.057825    0.051691
     0.049068    0.047873
     0.041356    0.044133
     0.034619    0.040522
     0.028802    0.037105
     0.023808    0.033915
     0.019525    0.030948
     0.015851    0.028171
     0.012692    0.025557
     0.009968    0.023080
     0.007643    0.020707
     0.005674    0.018392
     0.004009    0.016063
     0.002631    0.013729
     0.001529    0.011430
     0.000692    0.009183
     0.000108    0.006991
    -0.000227    0.004851
    -0.000311    0.002757
    -0.000128    0.000697
     0.000347   -0.001339
     0.001127   -0.003357
     0.002219   -0.005346
     0.003641   -0.007279
     0.005414   -0.009101
     0.007536   -0.010786
     0.009971   -0.012423
     0.012743   -0.014032
     0.015908   -0.015606
     0.019552   -0.017162
     0.023785   -0.018732
     0.028744   -0.020376
     0.034610   -0.022136
     0.041610   -0.024037
     0.049967   -0.026122
     0.059880   -0.028460
     0.071520   -0.031043
     0.084955   -0.033799
     0.100159   -0.036679
     0.116838   -0.039647
     0.134429   -0.042604
     0.152323   -0.045464
     0.170150   -0.048176
     0.187798   -0.050681
     0.205301   -0.052936
     0.222793   -0.054935
     0.240382   -0.056702
     0.258098   -0.058250
     0.275903   -0.059583
     0.293738   -0.060699
     0.311537   -0.061598
     0.329250   -0.062269
     0.346879   -0.062700
     0.364482   -0.062878
     0.382133   -0.062810
     0.399868   -0.062503
     0.417679   -0.061968
     0.435548   -0.061210
     0.453473   -0.060235
     0.471476   -0.059048
     0.489585   -0.057660
     0.507819   -0.056082
     0.526198   -0.054327
     0.544750   -0.052414
     0.563523   -0.050360
     0.582561   -0.048195
     0.601848   -0.045966
     0.621297   -0.043719
     0.640806   -0.041470
     0.660322   -0.039220
     0.679840   -0.036968
     0.699364   -0.034713
     0.718895   -0.032456
     0.738428   -0.030197
     0.757954   -0.027941
     0.777461   -0.025690
     0.796960   -0.023441
     0.816488   -0.021187
     0.836029   -0.018932
     0.855424   -0.016694
     0.874418   -0.014503
     0.892966   -0.012362
     0.911291   -0.010245
     0.929194   -0.008175
     0.945191   -0.006326
     0.958265   -0.004815
     0.968738   -0.003606
     0.977339   -0.002613
     0.984625   -0.001773
     0.990957   -0.001042
     0.996572   -0.000395
     1.000000    0.000000
