,lat_clus1,lon_clus1,lat_clus2,lon_clus2,lat_clus3,lon_clus3
0,0.7738440262221857,0.05196981950817127,0.6325711139337109,0.024349746161285917,0.771961785842192,0.052094848287791366
1,0.7678275951876845,0.07172038243160812,0.6086360075206004,0.03805172249690029,0.7651895775754428,0.07300642078565275
2,0.761670712509463,0.09177301282165032,0.5934732528310209,0.0473978905927026,0.7589157043213318,0.09312186685774354
3,0.7548724510742549,0.1139900722551459,0.5834465250844295,0.05549574893977564,0.7521759327887401,0.11508115146944803
4,0.747394513850003,0.1381511501265858,0.5737553796035735,0.06530584639351454,0.7457341241595542,0.13752301151427537
5,0.7403570343300986,0.1623991534257088,0.5647632725258394,0.07591977861468643,0.7394510772644864,0.15975924075918874
6,0.7345178149013156,0.18531685076882032,0.5544613990326906,0.0892326114241157,0.733786192163295,0.18173049398732163
7,0.7295805100885937,0.2080585981052605,0.5437849524202254,0.10433927639374789,0.7283537551333475,0.20543458459052044
8,0.7254560998690323,0.23065021315845444,0.5327837020165574,0.12056429752124946,0.7241389668031575,0.22870682084900973
9,0.7226081988442267,0.2503951659468276,0.5205969566511103,0.13828441391585963,0.7204246843715398,0.2529751991117662
10,0.719848080417227,0.2703260479738357,0.5058630061423254,0.159566579183969,0.7169544350208604,0.2784598811563953
11,0.717356530589797,0.2924561519021601,0.49337633940071146,0.17673555671485214,0.7142152920858955,0.3034778921872632
12,0.7154008380493316,0.3121836531530497,0.4781926313786824,0.1964803218595884,0.7114031307117836,0.32504050856190236
13,0.7138956251299649,0.3282657881887822,0.4618007184757373,0.21780199469303682,0.7089226239100649,0.34569619619597275
14,0.7113332484842363,0.34832488312765875,0.446341720918934,0.23689638081885026,0.7066971235565136,0.3661996637764792
15,0.7093287901467996,0.3681677018891849,0.42926580418182225,0.257224365795061,0.70502229397289,0.38376985065562985
16,0.7072046759818479,0.3925537707292388,0.4154479852529174,0.2739530770584064,0.7031446553087993,0.40498683285169923
17,0.7050824321916597,0.41858311449293945,0.401610640550417,0.29006179359000067,0.7016005960079336,0.42564431833141664
18,0.7032818034164674,0.4449011025586065,0.3841885344917432,0.3102085102200025,0.7000356719957306,0.4461476320280363
19,0.7017224573612182,0.4647109838773541,0.36765204465718593,0.32932275679221784,0.6981841981622772,0.47066909437190657
20,0.7004722967108735,0.4875131323785626,0.35470168305571315,0.344086661590037,0.6966147793648403,0.4916521647454189
21,0.6991389860099316,0.5117992050717234,0.3374912092325068,0.3638534368639824,0.6950030742127503,0.5118707971325344
22,0.6979411600489199,0.5305027349561637,0.3214919989973353,0.3820089915222489,0.6935700907980872,0.531844005689922
23,0.6970434110929478,0.5497702019954058,0.3032051024088272,0.4021728075941743,0.6914235990870703,0.5552304306574929
24,0.6951599574475226,0.5697813684171793,0.28728684643258673,0.4197541264868432,0.6893713585823972,0.5746568098874535
25,0.6932781445530828,0.5902747024023948,0.27113379479180055,0.4374649870956352,0.6870025817852815,0.5942713867439068
26,0.691730933608243,0.6073972895187608,0.25455153826336496,0.45708570237304075,0.6841653575798873,0.6130578591115634
27,0.6887853827490048,0.6257073755634478,0.2378834438672595,0.4776809937530732,0.6807700760030168,0.6311557052129989
28,0.6858769607121367,0.6444395381306385,0.22100148145303497,0.49809001240603434,0.6773792302222736,0.6500739030829286
29,0.6825934659307757,0.66004437586396,0.2106428605789662,0.5124732529892145,0.6732369125783997,0.6678575517941095
30,0.6762376467893624,0.6815941972116784,0.20121962565593385,0.5272849615822994,0.6693489439216228,0.6851875804335101
31,0.6685987876324944,0.7008765983066918,0.1944116337270162,0.5402569115830052,0.6650510128532471,0.7001700636817367
32,0.6632972512359279,0.7168072626310736,0.18847907662296698,0.5524969225417706,0.6573251885710869,0.7192214314516979
33,0.657701456765443,0.7309381921367389,0.1825060873143654,0.5655157192237961,0.6508610228594923,0.7344699930519596
34,0.648776558651466,0.7482813238803615,0.1761937393093823,0.5827581155041797,0.6446368386762596,0.7481182770145173
