F100MOD to 13.5 %
   0.7813840     -0.2538400E-01
   0.7931150     -0.2338100E-01
   0.8046090     -0.2145300E-01
   0.8158610     -0.1962800E-01
   0.8268630     -0.1792900E-01
   0.8376090     -0.1637700E-01
   0.8480890     -0.1497600E-01
   0.8582930     -0.1370700E-01
   0.8682090     -0.1255000E-01
   0.8778270     -0.1148800E-01
   0.8871370     -0.1050600E-01
   0.8961310     -0.9590000E-02
   0.9048000     -0.8731000E-02
   0.9131360     -0.7926000E-02
   0.9211340     -0.7169000E-02
   0.9287860     -0.6456000E-02
   0.9360860     -0.5785000E-02
   0.9430280     -0.5152000E-02
   0.9496050     -0.4557000E-02
   0.9558130     -0.3998000E-02
   0.9616470     -0.3476000E-02
   0.9671020     -0.2992000E-02
   0.9721740     -0.2544000E-02
   0.9768580     -0.2133000E-02
   0.9811510     -0.1760000E-02
   0.9850490     -0.1422000E-02
   0.9885500     -0.1121000E-02
   0.9916500     -0.8560000E-03
   0.9943470     -0.6260000E-03
   0.9966390     -0.4320000E-03
    1.000000     -0.2730000E-03
